seriesID,trait.name,T,trait,ErrorPosSI,ErrorNegSI,Trait2.name,Trait,host.code,paras.code,Citation,Figure,Notes
Shocket,1/MDR,35,10.4,NA,NA,NA,NA,Cpip,NA,Ju-lin_2017_ChinJVectorBiol&Control,Table 2 + Table 3,Pupation time (from larvae to pupa) + eclosion time (pupa + adult); translated from Chinese
Shocket,1/MDR,40,1000,NA,NA,NA,NA,Cpip,NA,Ju-lin_2017_ChinJVectorBiol&Control,Table 2 + Table 3,0% pupation rate
Numazu_11,1/MDR,10,1000,NA,NA,Population,Auckland NZ,Cqui,NA,Mogi_1992_AnnalsoftheEnt.SocietyofAmerica,Results text,Day length co-varied with temperature - 10 hr for 15 degrees
Numazu_11,1/MDR,10,1000,NA,NA,Population,Auckland NZ,Cqui,NA,Mogi_1992_AnnalsoftheEnt.SocietyofAmerica,Results text,Day length co-varied with temperature - 10 hr for 15 degrees
Numazu_11,1/MDR,10,1000,NA,NA,Population,Suva Fiji,Cqui,NA,Mogi_1992_AnnalsoftheEnt.SocietyofAmerica,Results text,Day length co-varied with temperature - 10 hr for 15 degrees
Shocket,1/MDR,10,1000,NA,NA,NA,NA,Cpal,NA,Mogi_1992_AnnalsoftheEnt.SocietyofAmerica,Results text,Day length co-varied with temperature - 10 hr for 15 degrees
Shocket,1/MDR,35,8,0.48,0.48,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,1/MDR,30,11,0.46,0.46,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,1/MDR,25,13,0.43,0.43,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,1/MDR,20,22,0.48,0.48,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,1/MDR,15,41,0.97,0.97,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,1/MDR,10,60,3.1,3.1,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,1/MDR,35,1000,NA,NA,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,1/MDR,30,12,0.24,0.24,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,1/MDR,25,14,0.72,0.72,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,1/MDR,20,26,1.45,1.45,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,1/MDR,15,48,1.94,1.94,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,1/MDR,10,64,3.8,3.8,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,1/MDR,15,34.6,0.6,0.6,Density,50,Ctar,NA,Buth_1990_JAMCA,Table 2,
Shocket,1/MDR,20,18.2,0.5,0.5,Density,50,Ctar,NA,Buth_1990_JAMCA,Table 2,
Shocket,1/MDR,25,12.8,0.4,0.4,Density,50,Ctar,NA,Buth_1990_JAMCA,Table 2,
Shocket,1/MDR,15,22,0.4,0.4,Density,50,Cres,NA,Buth_1990_JAMCA,Table 2,
Shocket,1/MDR,20,11.6,0.2,0.2,Density,50,Cres,NA,Buth_1990_JAMCA,Table 2,
Shocket,1/MDR,25,8.1,0.5,0.5,Density,50,Cres,NA,Buth_1990_JAMCA,Table 2,
Shocket,1/MDR,20,24.08,2.72,2.72,NA,NA,Cpal,NA,KiarieMakura_2015_Jpharm&BioSciences,Tables 1 + 2 + 3,
Shocket,1/MDR,24,17.63,7.83,7.83,NA,NA,Cpal,NA,KiarieMakura_2015_Jpharm&BioSciences,Tables 1 + 2 + 4,
Shocket,1/MDR,28,11.75,1.26,1.26,NA,NA,Cpal,NA,KiarieMakura_2015_Jpharm&BioSciences,Tables 1 + 2 + 5,
Shocket,1/MDR,20,26.28,1.28,1.28,NA,NA,Cmol,NA,KiarieMakura_2015_Jpharm&BioSciences,Tables 1 + 2 + 6,
Shocket,1/MDR,24,19.44,0.92,0.92,NA,NA,Cmol,NA,KiarieMakura_2015_Jpharm&BioSciences,Tables 1 + 2 + 7,
Shocket,1/MDR,28,12.84,1.35,1.35,NA,NA,Cmol,NA,KiarieMakura_2015_Jpharm&BioSciences,Tables 1 + 2 + 8,
Shocket,1/MDR,30,6.9,0.1,0.1,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,25,7,0.1,0.1,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,23,11.5,0.1,0.1,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,20,11.6,0.3,0.3,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,17,16,0.4,0.4,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,15,27.1,1.5,1.5,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,30,7.3,0.4,0.4,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,25,8.5,0.3,0.3,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,23,11.2,0.2,0.2,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,20,14.3,0.3,0.3,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,18,16,0.1,0.1,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,15,26.5,0.6,0.6,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,1/MDR,20,12.5,0.12,0.12,NA,NA,Cres,NA,Muturi_2011_JMedEntom,Table 3,
Shocket,1/MDR,25,7.8,0.08,0.08,NA,NA,Cres,NA,Muturi_2011_JMedEntom,Table 3,
Shocket,1/MDR,30,7.5,0.22,0.22,NA,NA,Cres,NA,Muturi_2011_JMedEntom,Table 3,
Shocket,1/MDR,32,22.7,1.7,1.7,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 2,
Shocket,1/MDR,28,19.2,0.4,0.4,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 2,
Shocket,1/MDR,26,32.4,0.9,0.9,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 2,
Shocket,1/MDR,22,27.7,0.5,0.5,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 2,
Shocket,1/MDR,16,101.1,NA,NA,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 2,
Shocket,1/MDR,10,244.3,NA,NA,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 2,
