seriesID,trait.name,T,trait,ErrorPosSI,ErrorNegSI,Trait2.name,Trait,host.code,paras.code,Citation,Figure,Notes
Shocket_108,pLA,33,0.016,NA,NA,NA,NA,Cpip,NA,Loetti_2011_JNatHist,Table 1,
Shocket,pLA,16,0.88,0.86,0.9,Population,Low elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,
Shocket,pLA,20,0.88,0.86,0.9,Population,Low elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,
Shocket,pLA,24,0.93,0.9,0.96,Population,Low elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,
Shocket,pLA,27,0.92,NA,NA,Population,Low elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,
Shocket,pLA,31,0.74,0.73,0.75,Population,Low elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,
Shocket,pLA,35,0,NA,NA,Population,Low elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,
Shocket,pLA,16,0.69,0.58,0.8,Population,Mid latitude,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,
Shocket,pLA,20,0.88,0.87,0.89,Population,Mid latitude,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,
Shocket,pLA,24,0.91,NA,NA,Population,Mid latitude,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,
Shocket,pLA,27,0.92,0.89,0.95,Population,Mid latitude,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,
Shocket,pLA,31,0.81,0.79,0.83,Population,Mid latitude,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,Pupation rate * eclosion rate; translated from Chinese
Shocket,pLA,35,0,NA,NA,Population,Mid latitude,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,Pupation rate * eclosion rate; translated from Chinese
Shocket,pLA,16,0.82,0.74,0.9,Population,Mid elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,Pupation rate * eclosion rate; translated from Chinese
Shocket,pLA,20,0.93,0.9,0.96,Population,Mid elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,Pupation rate * eclosion rate; translated from Chinese
Shocket,pLA,24,0.97,0.95,0.99,Population,Mid elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,Pupation rate * eclosion rate; translated from Chinese
Shocket,pLA,27,0.96,NA,NA,Population,Mid elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,Pupation rate * eclosion rate; translated from Chinese
Shocket,pLA,31,0.78,0.72,0.84,Population,Mid elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,Pupation rate * eclosion rate; translated from Chinese
Shocket,pLA,35,0,NA,NA,Population,Mid elevation,Cpip,NA,Ruybal_2016_Paras&Vec,Figure 3,All larvae died in 1st instar
Shocket,pLA,10,0.0648,NA,NA,NA,NA,Cpip,NA,Ju-lin_2017_ChinJVectorBiol&Control,Table 2 + Table 3,
Shocket,pLA,15,0.63664,NA,NA,NA,NA,Cpip,NA,Ju-lin_2017_ChinJVectorBiol&Control,Table 2 + Table 3,
Shocket,pLA,20,0.73625,NA,NA,NA,NA,Cpip,NA,Ju-lin_2017_ChinJVectorBiol&Control,Table 2 + Table 3,
Shocket,pLA,25,0.776,NA,NA,NA,NA,Cpip,NA,Ju-lin_2017_ChinJVectorBiol&Control,Table 2 + Table 3,
Shocket,pLA,30,0.80025,NA,NA,NA,NA,Cpip,NA,Ju-lin_2017_ChinJVectorBiol&Control,Table 2 + Table 3,
Shocket,pLA,35,0.6822,NA,NA,NA,NA,Cpip,NA,Ju-lin_2017_ChinJVectorBiol&Control,Table 2 + Table 3,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,pLA,40,0,NA,NA,NA,NA,Cpip,NA,Ju-lin_2017_ChinJVectorBiol&Control,Table 2 + Table 3,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,pLA,5,0,NA,NA,NA,NA,Avex,NA,Trpis&Shemanchuk_1970_TheCanadianEntomologist,Results text,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,pLA,10,0.17,NA,NA,NA,NA,Avex,NA,Trpis&Shemanchuk_1970_TheCanadianEntomologist,Figure 1,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,pLA,15,0.56,NA,NA,NA,NA,Avex,NA,Trpis&Shemanchuk_1970_TheCanadianEntomologist,Figure 2,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,pLA,20,0.74,NA,NA,NA,NA,Avex,NA,Trpis&Shemanchuk_1970_TheCanadianEntomologist,Figure 3,Used old name fatigans which is now synonymous with quinquefasciatus
Shocket,pLA,25,0.86,NA,NA,NA,NA,Avex,NA,Trpis&Shemanchuk_1970_TheCanadianEntomologist,Figure 4,
Shocket,pLA,30,0.71,NA,NA,NA,NA,Avex,NA,Trpis&Shemanchuk_1970_TheCanadianEntomologist,Figure 5,
Shocket,pLA,35,0.29,0.007,0.007,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,30,0.7,0.0092,0.0092,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,25,0.9,0.0132,0.0132,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,20,0.86,0.0111,0.0111,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,15,0.86,0.006,0.006,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,10,0.05,0.026,0.026,NA,NA,Cqui,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,35,0.65,0.0056,0.0056,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,30,0.91,0.0093,0.0093,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,25,0.85,0.013,0.013,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,20,0.83,0.007,0.007,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,15,0.32,0.031,0.031,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,10,0,NA,NA,NA,NA,Cpip,NA,Teckle_1960_AJTMH,Table 1,
Shocket,pLA,15,0.362,1.6,1.6,Density,50,Ctar,NA,Buth_1990_JAMCA,Table 2,
Shocket,pLA,20,0.782,1.9,1.9,Density,50,Ctar,NA,Buth_1990_JAMCA,Table 2,
Shocket,pLA,25,0.926,1.3,1.3,Density,50,Ctar,NA,Buth_1990_JAMCA,Table 2,
Shocket,pLA,15,0.981,0.8,0.8,Density,50,Cres,NA,Buth_1990_JAMCA,Table 2,
Shocket,pLA,20,0.95,0.9,0.9,Density,50,Cres,NA,Buth_1990_JAMCA,Table 2,
Shocket,pLA,25,0.916,1.1,1.1,Density,50,Cres,NA,Buth_1990_JAMCA,Table 2,
Shocket,pLA,30,0.74,0.023,0.023,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,25,0.953,0.018,0.018,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,23,0.8,0.151,0.151,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,20,0.727,0.041,0.041,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,17,0.847,0.058,0.058,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,15,0.72,0.02,0.02,NA,NA,Cpip,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,30,0.607,0.147,0.147,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,25,0.58,0.106,0.106,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,23,0.873,0.055,0.055,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,20,0.993,0.07,0.07,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,18,0.953,0.037,0.037,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,15,0.933,0.099,0.099,NA,NA,Cres,NA,Madder_1983_JMedEntom,Table 6,
Shocket,pLA,20,0.728,0.048,0.048,Malathion concentration,0,Cres,NA,Muturi_2011_JMedEntom,Figure 1,
Shocket,pLA,25,0.709,0.057,0.057,Malathion concentration,0,Cres,NA,Muturi_2011_JMedEntom,Figure 1,
Shocket,pLA,30,0.542,0.031,0.031,Malathion concentration,0,Cres,NA,Muturi_2011_JMedEntom,Figure 1,
Shocket,pLA,20,0.721,0.048,0.048,Malathion concentration,0.003,Cres,NA,Muturi_2011_JMedEntom,Figure 1,
Shocket,pLA,25,0.814,0.038,0.038,Malathion concentration,0.003,Cres,NA,Muturi_2011_JMedEntom,Figure 1,
Shocket,pLA,30,0.464,0.025,0.025,Malathion concentration,0.003,Cres,NA,Muturi_2011_JMedEntom,Figure 1,
Shocket,pLA,20,0.735,0.024,0.024,Malathion concentration,0.007,Cres,NA,Muturi_2011_JMedEntom,Figure 1,
Shocket,pLA,25,0.735,0.038,0.038,Malathion concentration,0.007,Cres,NA,Muturi_2011_JMedEntom,Figure 1,
Shocket,pLA,30,0.515,0.048,0.048,Malathion concentration,0.007,Cres,NA,Muturi_2011_JMedEntom,Figure 1,
Shocket,pLA,10,0.06,NA,NA,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 5,
Shocket,pLA,16,0.076,NA,NA,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 5,
Shocket,pLA,22,0.46,0.55,5,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 5,
Shocket,pLA,26,0.783,0.037,3.7,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 5,
Shocket,pLA,28,0.596,0.001,0.1,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 5,
Shocket,pLA,32,0.01,0.007,0.7,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 5,
Shocket,pLA,34,0,NA,NA,NA,NA,Cmel,NA,Mahmood_1998_JMedEntom,Table 5,
